1,6,5,887431973,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,10,3,875693118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,85711 
1,12,5,878542960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,85711 
1,14,5,874965706,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,85711 
1,17,3,875073198,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,85711 
1,20,4,887431883,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,85711 
1,23,4,875072895,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,85711 
1,24,3,875071713,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,27,2,876892946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,31,3,875072144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,85711 
1,33,4,878542699,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,85711 
1,36,2,875073180,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,85711 
1,39,4,875072173,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,85711 
1,44,5,878543541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,85711 
1,47,4,875072125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,49,3,878542478,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,85711 
1,51,4,878543275,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,85711 
1,53,3,876893206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85711 
1,54,3,878543308,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,85711 
1,56,4,875072716,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,60,5,875072370,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,61,4,878542420,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,62,3,878542282,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85711 
1,64,5,875072404,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,65,4,875072125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,67,3,876893054,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,69,3,875072262,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,85711 
1,70,3,875072895,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,85711 
1,72,4,878542678,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,85711 
1,73,3,876892774,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85711 
1,74,1,889751736,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,76,4,878543176,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,78,1,878543176,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,80,4,876893008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,85711 
1,81,5,875072865,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,85711 
1,82,5,878542589,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85711 
1,84,4,875072923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,85711 
1,85,3,875073180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,86,5,878543541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,90,4,878542300,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,85711 
1,91,5,876892636,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,85711 
1,92,3,876892425,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,85711 
1,96,5,875072716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,85711 
1,97,3,875073128,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,85711 
1,98,4,875072404,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,85711 
1,100,5,878543541,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,85711 
1,102,2,889751736,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,103,1,878542845,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85711 
1,104,1,875241619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,107,4,875241619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,108,5,875240920,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,112,1,878542441,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,113,5,878542738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,114,5,875072173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,117,3,874965739,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85711 
1,118,3,875071927,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85711 
1,120,1,875241637,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,121,4,875071823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,85711 
1,125,3,878542960,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,85711 
1,128,4,875072573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85711 
1,129,5,887431908,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,85711 
1,130,3,875072002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,132,4,878542889,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,85711 
1,134,4,875073067,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,140,1,878543133,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,143,1,875072631,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85711 
1,145,2,875073067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,85711 
1,148,2,875240799,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,150,5,876892196,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,151,4,875072865,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,154,5,878543541,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,155,2,878542201,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,85711 
1,157,4,876892918,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,85711 
1,159,3,875073180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,85711 
1,160,4,875072547,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,161,4,875072303,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85711 
1,163,4,875072442,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,164,3,876893171,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,85711 
1,170,5,876892856,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,85711 
1,171,5,889751711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,85711 
1,174,5,875073198,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,175,5,875072547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85711 
1,177,5,876892701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85711 
1,180,3,875072573,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,85711 
1,183,5,875072262,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,85711 
1,184,4,875072956,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,85711 
1,185,4,875072631,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,85711 
1,186,4,875073128,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,85711 
1,188,3,875073128,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,85711 
1,189,3,888732928,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,190,5,875072125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,85711 
1,193,4,876892654,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,196,5,874965677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,200,3,876893098,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85711 
1,201,3,878542960,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,85711 
1,202,5,875072442,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,85711 
1,206,4,876893205,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,85711 
1,208,5,878542960,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,85711 
1,209,4,888732908,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,85711 
1,210,4,878542909,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,212,4,875072895,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,213,2,876892896,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,85711 
1,214,4,875072520,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,85711 
1,215,3,876893145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,218,3,876892856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85711 
1,219,1,878542327,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85711 
1,221,5,887431921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,222,4,878873388,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85711 
1,224,5,875071484,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85711 
1,225,2,878542738,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,226,3,878543176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85711 
1,227,4,876892946,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85711 
1,228,5,878543541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85711 
1,229,4,878542075,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85711 
1,230,4,878542420,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85711 
1,232,3,878543196,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85711 
1,233,2,878542552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85711 
1,235,5,875071589,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,85711 
